match_date,kot,round_type,season_round,home_team,away_team,home_score,away_score,referee,stadium,attendance,season
21/10/2015,8:45 pm,Regular round,Group A,Malmö FF,Shakhtar Donetsk,1,0,Anastasios Sidiropoulos,Eleda Stadion,20500,2015
21/10/2015,8:45 pm,Regular round,Group A,Paris Saint-Germain,Real Madrid,0,0,Nicola Rizzoli,Parc des Princes,46858,2015
03/11/2015,8:45 pm,Regular round,Group A,Real Madrid,Paris Saint-Germain,1,0,Mark Clattenburg,Santiago Bernabéu,78300,2015
03/11/2015,8:45 pm,Regular round,Group A,Shakhtar Donetsk,Malmö FF,4,0,Ovidiu Hategan,Arena Lviv,24055,2015
25/11/2015,8:45 pm,Regular round,Group A,Malmö FF,Paris Saint-Germain,0,5,Willie Collum,Eleda Stadion,24000,2015
25/11/2015,8:45 pm,Regular round,Group A,Shakhtar Donetsk,Real Madrid,3,4,Bas Nijhuis,Arena Lviv,33990,2015
08/12/2015,8:45 pm,Regular round,Group A,Real Madrid,Malmö FF,8,0,Daniele Orsato,Santiago Bernabéu,60663,2015
08/12/2015,8:45 pm,Regular round,Group A,Paris Saint-Germain,Shakhtar Donetsk,2,0,Anthony Taylor,Parc des Princes,44408,2015
15/09/2015,8:45 pm,Regular round,Group B,VfL Wolfsburg,CSKA Moscow,1,0,Svein Oddvar Moen,Volkswagen Arena,20126,2015
15/09/2015,8:45 pm,Regular round,Group B,PSV Eindhoven,Manchester United,2,1,Nicola Rizzoli,Philips Stadion,35292,2015
30/09/2015,8:45 pm,Regular round,Group B,Manchester United,VfL Wolfsburg,2,1,Viktor Kassai,Old Trafford,70000,2015
30/09/2015,8:45 pm,Regular round,Group B,CSKA Moscow,PSV Eindhoven,3,2,Ruddy Buquet,Arena Khimki,16152,2015
21/10/2015,8:45 pm,Regular round,Group B,CSKA Moscow,Manchester United,1,1,Carlos Velasco Carballo,Arena Khimki,18456,2015
21/10/2015,8:45 pm,Regular round,Group B,VfL Wolfsburg,PSV Eindhoven,2,0,Undiano Mallenco,Volkswagen Arena,23375,2015
03/11/2015,8:45 pm,Regular round,Group B,PSV Eindhoven,VfL Wolfsburg,2,0,Jonas Eriksson,Philips Stadion,35000,2015
03/11/2015,8:45 pm,Regular round,Group B,Manchester United,CSKA Moscow,1,0,Szymon Marciniak,Old Trafford,75165,2015
25/11/2015,6:00 pm,Regular round,Group B,CSKA Moscow,VfL Wolfsburg,0,2,Gianluca Rocchi,Arena Khimki,16450,2015
25/11/2015,8:45 pm,Regular round,Group B,Manchester United,PSV Eindhoven,0,0,Pavel Kralovec,Old Trafford,75321,2015
08/12/2015,8:45 pm,Regular round,Group B,PSV Eindhoven,CSKA Moscow,2,1,David Fernández Borbalán,Philips Stadion,34000,2015
08/12/2015,8:45 pm,Regular round,Group B,VfL Wolfsburg,Manchester United,3,2,Milorad Mazic,Volkswagen Arena,26400,2015
15/09/2015,8:45 pm,Regular round,Group C,Galatasaray,Atlético de Madrid,0,2,Szymon Marciniak,Ali Sami Yen Spor Kompleksi NEF Stadyumu,41500,2015
15/09/2015,8:45 pm,Regular round,Group C,SL Benfica,FC Astana,2,0,Anastasios Sidiropoulos,Estádio da Luz,32799,2015
30/09/2015,6:00 pm,Regular round,Group C,FC Astana,Galatasaray,2,2,Martin Strömbergsson,Astana Arena,27264,2015
30/09/2015,8:45 pm,Regular round,Group C,Atlético de Madrid,SL Benfica,1,2,Gianluca Rocchi,Vicente Calderón,40938,2015
21/10/2015,8:45 pm,Regular round,Group C,Atlético de Madrid,FC Astana,4,0,Aleksey Kulbakov,Vicente Calderón,33853,2015
21/10/2015,8:45 pm,Regular round,Group C,Galatasaray,SL Benfica,2,1,Willie Collum,Ali Sami Yen Spor Kompleksi NEF Stadyumu,33000,2015
03/11/2015,4:00 pm,Regular round,Group C,FC Astana,Atlético de Madrid,0,0,Anthony Taylor,Astana Arena,29231,2015
03/11/2015,8:45 pm,Regular round,Group C,SL Benfica,Galatasaray,2,1,Milorad Mazic,Estádio da Luz,35726,2015
25/11/2015,4:00 pm,Regular round,Group C,FC Astana,SL Benfica,2,2,Ruddy Buquet,Astana Arena,15089,2015
25/11/2015,8:45 pm,Regular round,Group C,Atlético de Madrid,Galatasaray,2,0,Nicola Rizzoli,Vicente Calderón,35753,2015
08/12/2015,8:45 pm,Regular round,Group C,SL Benfica,Atlético de Madrid,1,2,Ovidiu Hategan,Estádio da Luz,47630,2015
08/12/2015,8:45 pm,Regular round,Group C,Galatasaray,FC Astana,1,1,Craig Thomson,Ali Sami Yen Spor Kompleksi NEF Stadyumu,26464,2015
15/09/2015,8:45 pm,Regular round,Group D,Manchester City,Juventus FC,1,2,Damir Skomina,Etihad Stadium,50363,2015
15/09/2015,8:45 pm,Regular round,Group D,Sevilla FC,Borussia Mönchengladbach,3,0,Pavel Kralovec,Ramón Sánchez-Pizjuán,36959,2015
30/09/2015,8:45 pm,Regular round,Group D,Borussia Mönchengladbach,Manchester City,1,2,Clément Turpin,Stadion im Borussia-Park,46217,2015
30/09/2015,8:45 pm,Regular round,Group D,Juventus FC,Sevilla FC,2,0,Jonas Eriksson,Allianz Stadium,36640,2015
21/10/2015,8:45 pm,Regular round,Group D,Juventus FC,Borussia Mönchengladbach,0,0,Craig Thomson,Allianz Stadium,41011,2015
21/10/2015,8:45 pm,Regular round,Group D,Manchester City,Sevilla FC,2,1,Bas Nijhuis,Etihad Stadium,45595,2015
03/11/2015,8:45 pm,Regular round,Group D,Borussia Mönchengladbach,Juventus FC,1,1,Björn Kuipers,Stadion im Borussia-Park,46217,2015
03/11/2015,8:45 pm,Regular round,Group D,Sevilla FC,Manchester City,1,3,Svein Oddvar Moen,Ramón Sánchez-Pizjuán,39261,2015
25/11/2015,8:45 pm,Regular round,Group D,Borussia Mönchengladbach,Sevilla FC,4,2,Damir Skomina,Stadion im Borussia-Park,45177,2015
25/11/2015,8:45 pm,Regular round,Group D,Juventus FC,Manchester City,1,0,Dr. Felix Brych,Allianz Stadium,38193,2015
08/12/2015,8:45 pm,Regular round,Group D,Sevilla FC,Juventus FC,1,0,Szymon Marciniak,Ramón Sánchez-Pizjuán,35583,2015
08/12/2015,8:45 pm,Regular round,Group D,Manchester City,Borussia Mönchengladbach,4,2,Danny Makkelie,Etihad Stadium,41829,2015
16/09/2015,8:45 pm,Regular round,Group E,Bayer 04 Leverkusen,BATE Borisov,4,1,Danny Makkelie,BayArena,24280,2015
16/09/2015,8:45 pm,Regular round,Group E,AS Roma,FC Barcelona,1,1,Björn Kuipers,Olimpico di Roma,57836,2015
29/09/2015,8:45 pm,Regular round,Group E,FC Barcelona,Bayer 04 Leverkusen,2,1,Martin Atkinson,Spotify Camp Nou,68694,2015
29/09/2015,8:45 pm,Regular round,Group E,BATE Borisov,AS Roma,3,2,Mark Clattenburg,Borisov-Arena,12767,2015
20/10/2015,8:45 pm,Regular round,Group E,BATE Borisov,FC Barcelona,0,2,Jorge Sousa,Borisov-Arena,13074,2015
20/10/2015,8:45 pm,Regular round,Group E,Bayer 04 Leverkusen,AS Roma,4,4,Viktor Kassai,BayArena,30000,2015
04/11/2015,8:45 pm,Regular round,Group E,AS Roma,Bayer 04 Leverkusen,3,2,Sergey Karasev,Olimpico di Roma,38361,2015
04/11/2015,8:45 pm,Regular round,Group E,FC Barcelona,BATE Borisov,3,0,István Vad,Spotify Camp Nou,68502,2015
24/11/2015,6:00 pm,Regular round,Group E,BATE Borisov,Bayer 04 Leverkusen,1,1,Clément Turpin,Borisov-Arena,12601,2015
24/11/2015,8:45 pm,Regular round,Group E,FC Barcelona,AS Roma,6,1,Cüneyt Cakir,Spotify Camp Nou,71433,2015
09/12/2015,8:45 pm,Regular round,Group E,AS Roma,BATE Borisov,0,0,Martin Atkinson,Olimpico di Roma,29489,2015
09/12/2015,8:45 pm,Regular round,Group E,Bayer 04 Leverkusen,FC Barcelona,1,1,Mark Clattenburg,BayArena,30210,2015
16/09/2015,8:45 pm,Regular round,Group F,GNK Dinamo Zagreb,Arsenal FC,2,1,Ovidiu Hategan,Maksimir,17840,2015
16/09/2015,8:45 pm,Regular round,Group F,Olympiacos Piraeus,Bayern Munich,0,3,Carlos Velasco Carballo,Stadio Georgios Karaiskakis,32115,2015
29/09/2015,8:45 pm,Regular round,Group F,Arsenal FC,Olympiacos Piraeus,2,3,Bas Nijhuis,Emirates Stadium,59428,2015
29/09/2015,8:45 pm,Regular round,Group F,Bayern Munich,GNK Dinamo Zagreb,5,0,Aleksey Kulbakov,Allianz Arena,70000,2015
20/10/2015,8:45 pm,Regular round,Group F,GNK Dinamo Zagreb,Olympiacos Piraeus,0,1,Paolo Tagliavento,Maksimir,13678,2015
20/10/2015,8:45 pm,Regular round,Group F,Arsenal FC,Bayern Munich,2,0,Cüneyt Cakir,Emirates Stadium,60000,2015
04/11/2015,8:45 pm,Regular round,Group F,Olympiacos Piraeus,GNK Dinamo Zagreb,2,1,Mateu Lahoz,Stadio Georgios Karaiskakis,31473,2015
04/11/2015,8:45 pm,Regular round,Group F,Bayern Munich,Arsenal FC,5,1,Gianluca Rocchi,Allianz Arena,70000,2015
24/11/2015,8:45 pm,Regular round,Group F,Bayern Munich,Olympiacos Piraeus,4,0,Jonas Eriksson,Allianz Arena,70000,2015
24/11/2015,8:45 pm,Regular round,Group F,Arsenal FC,GNK Dinamo Zagreb,3,0,Viktor Kassai,Emirates Stadium,58978,2015
09/12/2015,8:45 pm,Regular round,Group F,Olympiacos Piraeus,Arsenal FC,0,3,Nicola Rizzoli,Stadio Georgios Karaiskakis,31388,2015
09/12/2015,8:45 pm,Regular round,Group F,GNK Dinamo Zagreb,Bayern Munich,0,2,Martin Strömbergsson,Maksimir,19681,2015
16/09/2015,8:45 pm,Regular round,Group G,Dynamo Kyiv,FC Porto,2,2,Dr. Felix Brych,NSK Olimpisky,52369,2015
16/09/2015,8:45 pm,Regular round,Group G,Chelsea FC,Maccabi Tel Aviv,4,0,Felix Zwayer,Stamford Bridge,40684,2015
29/09/2015,8:45 pm,Regular round,Group G,Maccabi Tel Aviv,Dynamo Kyiv,0,2,David Fernández Borbalán,Sammy Ofer Stadium,27100,2015
29/09/2015,8:45 pm,Regular round,Group G,FC Porto,Chelsea FC,2,1,Mateu Lahoz,Estádio do Dragão,46120,2015
20/10/2015,8:45 pm,Regular round,Group G,FC Porto,Maccabi Tel Aviv,2,0,Clément Turpin,Estádio do Dragão,35209,2015
20/10/2015,8:45 pm,Regular round,Group G,Dynamo Kyiv,Chelsea FC,0,0,Damir Skomina,NSK Olimpisky,60291,2015
04/11/2015,8:45 pm,Regular round,Group G,Chelsea FC,Dynamo Kyiv,2,1,Pavel Kralovec,Stamford Bridge,41241,2015
04/11/2015,8:45 pm,Regular round,Group G,Maccabi Tel Aviv,FC Porto,1,3,Anastasios Sidiropoulos,Sammy Ofer Stadium,26646,2015
24/11/2015,8:45 pm,Regular round,Group G,Maccabi Tel Aviv,Chelsea FC,0,4,Undiano Mallenco,Sammy Ofer Stadium,29121,2015
24/11/2015,8:45 pm,Regular round,Group G,FC Porto,Dynamo Kyiv,0,2,Carlos Velasco Carballo,Estádio do Dragão,31220,2015
09/12/2015,8:45 pm,Regular round,Group G,Chelsea FC,FC Porto,2,0,Cüneyt Cakir,Stamford Bridge,41096,2015
09/12/2015,8:45 pm,Regular round,Group G,Dynamo Kyiv,Maccabi Tel Aviv,1,0,Björn Kuipers,NSK Olimpisky,0,2015
16/09/2015,8:45 pm,Regular round,Group H,Valencia CF,Zenit St. Petersburg,2,3,Craig Thomson,Mestalla,28005,2015
16/09/2015,8:45 pm,Regular round,Group H,KAA Gent,Olympique Lyon,1,1,Willie Collum,Ghelamco Arena,19601,2015
29/09/2015,8:45 pm,Regular round,Group H,Zenit St. Petersburg,KAA Gent,2,1,Matej Jug,Petrovsky,18095,2015
29/09/2015,8:45 pm,Regular round,Group H,Olympique Lyon,Valencia CF,0,1,Milorad Mazic,Stade de Gerland,33534,2015
20/10/2015,8:45 pm,Regular round,Group H,Zenit St. Petersburg,Olympique Lyon,3,1,Martin Atkinson,Petrovsky,17517,2015
20/10/2015,8:45 pm,Regular round,Group H,Valencia CF,KAA Gent,2,1,Felix Zwayer,Mestalla,38207,2015
04/11/2015,8:45 pm,Regular round,Group H,KAA Gent,Valencia CF,1,0,Daniele Orsato,Ghelamco Arena,19542,2015
04/11/2015,8:45 pm,Regular round,Group H,Olympique Lyon,Zenit St. Petersburg,0,2,Dr. Felix Brych,Stade de Gerland,30173,2015
24/11/2015,6:00 pm,Regular round,Group H,Zenit St. Petersburg,Valencia CF,2,0,Svein Oddvar Moen,Petrovsky,17002,2015
24/11/2015,8:45 pm,Regular round,Group H,Olympique Lyon,KAA Gent,1,2,Sergey Karasev,Stade de Gerland,30206,2015
09/12/2015,8:45 pm,Regular round,Group H,KAA Gent,Zenit St. Petersburg,2,1,Jorge Sousa,Ghelamco Arena,19978,2015
09/12/2015,8:45 pm,Regular round,Group H,Valencia CF,Olympique Lyon,0,2,Matej Jug,Mestalla,32494,2015
16/02/2016,8:45 PM  2nd leg:,Regular round,last 16 1st leg,SL Benfica,Zenit St. Petersburg,1,0,Gianluca Rocchi,Estádio da Luz,48615,2015
16/02/2016,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Paris Saint-Germain,Chelsea FC,2,1,Carlos Velasco Carballo,Parc des Princes,46505,2015
17/02/2016,8:45 PM  2nd leg:,Regular round,last 16 1st leg,KAA Gent,VfL Wolfsburg,2,3,Svein Oddvar Moen,Ghelamco Arena,19978,2015
17/02/2016,8:45 PM  2nd leg:,Regular round,last 16 1st leg,AS Roma,Real Madrid,0,2,Pavel Kralovec,Olimpico di Roma,55612,2015
23/02/2016,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Arsenal FC,FC Barcelona,0,2,Cüneyt Cakir,Emirates Stadium,60260,2015
23/02/2016,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Juventus FC,Bayern Munich,2,2,Martin Atkinson,Allianz Stadium,41011,2015
24/02/2016,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Dynamo Kyiv,Manchester City,1,3,Mateu Lahoz,NSK Olimpisky,53691,2015
24/02/2016,8:45 PM  2nd leg:,Regular round,last 16 1st leg,PSV Eindhoven,Atlético de Madrid,0,0,Daniele Orsato,Philips Stadion,34948,2015
08/03/2016,8:45 PM  1st leg:,Regular round,last 16 2nd leg,VfL Wolfsburg,KAA Gent,1,0,Damir Skomina,Volkswagen Arena,23457,2015
08/03/2016,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Real Madrid,AS Roma,2,0,Szymon Marciniak,Santiago Bernabéu,78654,2015
09/03/2016,6:00 PM  1st leg:,Regular round,last 16 2nd leg,Zenit St. Petersburg,SL Benfica,1,2,Viktor Kassai,Petrovsky,17688,2015
09/03/2016,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Chelsea FC,Paris Saint-Germain,1,2,Dr. Felix Brych,Stamford Bridge,37591,2015
15/03/2016,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Manchester City,Dynamo Kyiv,0,0,Ovidiu Hategan,Etihad Stadium,43630,2015
15/03/2016,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Atlético de Madrid,PSV Eindhoven,8,7,Mark Clattenburg,Vicente Calderón,54907,2015
16/03/2016,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Bayern Munich,Juventus FC,4,2,Jonas Eriksson,Allianz Arena,69334,2015
16/03/2016,8:45 PM  1st leg:,Regular round,last 16 2nd leg,FC Barcelona,Arsenal FC,3,1,Sergey Karasev,Spotify Camp Nou,76092,2015
05/04/2016,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,FC Barcelona,Atlético de Madrid,2,1,Dr. Felix Brych,Spotify Camp Nou,88534,2015
05/04/2016,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,Bayern Munich,SL Benfica,1,0,Szymon Marciniak,Allianz Arena,70000,2015
06/04/2016,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,VfL Wolfsburg,Real Madrid,2,0,Gianluca Rocchi,Volkswagen Arena,26400,2015
06/04/2016,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,Paris Saint-Germain,Manchester City,2,2,Milorad Mazic,Parc des Princes,47228,2015
12/04/2016,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,Real Madrid,VfL Wolfsburg,3,0,Viktor Kassai,Santiago Bernabéu,76684,2015
12/04/2016,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,Manchester City,Paris Saint-Germain,1,0,Carlos Velasco Carballo,Etihad Stadium,53039,2015
13/04/2016,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,SL Benfica,Bayern Munich,2,2,Björn Kuipers,Estádio da Luz,63235,2015
13/04/2016,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,Atlético de Madrid,FC Barcelona,2,0,Nicola Rizzoli,Vicente Calderón,52851,2015
26/04/2016,8:45 PM  2nd leg:,Regular round,Semi-Finals 1st Leg,Manchester City,Real Madrid,0,0,Cüneyt Cakir,Etihad Stadium,52221,2015
27/04/2016,8:45 PM  2nd leg:,Regular round,Semi-Finals 1st Leg,Atlético de Madrid,Bayern Munich,1,0,Mark Clattenburg,Vicente Calderón,52127,2015
03/05/2016,8:45 PM  1st leg:,Regular round,Semi-Finals 2nd Leg,Bayern Munich,Atlético de Madrid,2,1,Cüneyt Cakir,Allianz Arena,69334,2015
04/05/2016,8:45 PM  1st leg:,Regular round,Semi-Finals 2nd Leg,Real Madrid,Manchester City,1,0,Damir Skomina,Santiago Bernabéu,78300,2015
28/05/2016,8:45 pm,Regular round,Final,Real Madrid,Atlético de Madrid,6,4,Mark Clattenburg,Giuseppe Meazza,71942,2015
13/09/2016,8:45 pm,Regular round,Group A,FC Basel 1893,Ludogorets Razgrad,1,1,Aleksey Kulbakov,St. Jakob-Park,30852,2016
13/09/2016,8:45 pm,Regular round,Group A,Paris Saint-Germain,Arsenal FC,1,1,Viktor Kassai,Parc des Princes,46440,2016
28/09/2016,8:45 pm,Regular round,Group A,Ludogorets Razgrad,Paris Saint-Germain,1,3,Pavel Kralovec,Vasil Levski,17155,2016
28/09/2016,8:45 pm,Regular round,Group A,Arsenal FC,FC Basel 1893,2,0,Danny Makkelie,Emirates Stadium,59993,2016
19/10/2016,8:45 pm,Regular round,Group A,Arsenal FC,Ludogorets Razgrad,6,0,Artur Soares Dias,Emirates Stadium,59944,2016
19/10/2016,8:45 pm,Regular round,Group A,Paris Saint-Germain,FC Basel 1893,3,0,Deniz Aytekin,Parc des Princes,46488,2016
01/11/2016,8:45 pm,Regular round,Group A,Ludogorets Razgrad,Arsenal FC,2,3,Bas Nijhuis,Vasil Levski,30862,2016
01/11/2016,8:45 pm,Regular round,Group A,FC Basel 1893,Paris Saint-Germain,1,2,Ovidiu Hategan,St. Jakob-Park,34639,2016
23/11/2016,8:45 pm,Regular round,Group A,Ludogorets Razgrad,FC Basel 1893,0,0,Martin Atkinson,Vasil Levski,22946,2016
23/11/2016,8:45 pm,Regular round,Group A,Arsenal FC,Paris Saint-Germain,2,2,Dr. Felix Brych,Emirates Stadium,59628,2016
06/12/2016,8:45 pm,Regular round,Group A,Paris Saint-Germain,Ludogorets Razgrad,2,2,Anastasios Sidiropoulos,Parc des Princes,42650,2016
06/12/2016,8:45 pm,Regular round,Group A,FC Basel 1893,Arsenal FC,1,4,Jorge Sousa,St. Jakob-Park,36618,2016
13/09/2016,8:45 pm,Regular round,Group B,SL Benfica,Besiktas JK,1,1,Milorad Mazic,Estádio da Luz,42126,2016
13/09/2016,8:45 pm,Regular round,Group B,Dynamo Kyiv,SSC Napoli,1,2,Willie Collum,NSK Olimpisky,35137,2016
28/09/2016,8:45 pm,Regular round,Group B,Besiktas JK,Dynamo Kyiv,1,1,Felix Zwayer,Vodafone Park,33938,2016
28/09/2016,8:45 pm,Regular round,Group B,SSC Napoli,SL Benfica,4,2,Dr. Felix Brych,Stadio Diego Armando Maradona,41281,2016
19/10/2016,8:45 pm,Regular round,Group B,SSC Napoli,Besiktas JK,2,3,Sergey Karasev,Stadio Diego Armando Maradona,28502,2016
19/10/2016,8:45 pm,Regular round,Group B,Dynamo Kyiv,SL Benfica,0,2,David Fernández Borbalán,NSK Olimpisky,25991,2016
01/11/2016,6:45 pm,Regular round,Group B,Besiktas JK,SSC Napoli,1,1,Mark Clattenburg,Vodafone Park,35552,2016
01/11/2016,8:45 pm,Regular round,Group B,SL Benfica,Dynamo Kyiv,1,0,Clément Turpin,Estádio da Luz,51641,2016
23/11/2016,6:45 pm,Regular round,Group B,Besiktas JK,SL Benfica,3,3,Damir Skomina,Vodafone Park,36063,2016
23/11/2016,8:45 pm,Regular round,Group B,SSC Napoli,Dynamo Kyiv,0,0,Ovidiu Hategan,Stadio Diego Armando Maradona,33736,2016
06/12/2016,8:45 pm,Regular round,Group B,SL Benfica,SSC Napoli,1,2,Mateu Lahoz,Estádio da Luz,55634,2016
06/12/2016,8:45 pm,Regular round,Group B,Dynamo Kyiv,Besiktas JK,6,0,Craig Thomson,NSK Olimpisky,14036,2016
13/09/2016,8:45 pm,Regular round,Group C,FC Barcelona,Celtic FC,7,0,Ovidiu Hategan,Spotify Camp Nou,73290,2016
14/09/2016,8:45 pm,Regular round,Group C,Manchester City,Borussia Mönchengladbach,4,0,Björn Kuipers,Etihad Stadium,30270,2016
28/09/2016,8:45 pm,Regular round,Group C,Borussia Mönchengladbach,FC Barcelona,1,2,Damir Skomina,Stadion im Borussia-Park,46283,2016
28/09/2016,8:45 pm,Regular round,Group C,Celtic FC,Manchester City,3,3,Nicola Rizzoli,Celtic Park,57592,2016
19/10/2016,8:45 pm,Regular round,Group C,Celtic FC,Borussia Mönchengladbach,0,2,Anastasios Sidiropoulos,Celtic Park,57814,2016
19/10/2016,8:45 pm,Regular round,Group C,FC Barcelona,Manchester City,4,0,Milorad Mazic,Spotify Camp Nou,96290,2016
01/11/2016,8:45 pm,Regular round,Group C,Manchester City,FC Barcelona,3,1,Viktor Kassai,Etihad Stadium,53340,2016
01/11/2016,8:45 pm,Regular round,Group C,Borussia Mönchengladbach,Celtic FC,1,1,Jorge Sousa,Stadion im Borussia-Park,46283,2016
23/11/2016,8:45 pm,Regular round,Group C,Borussia Mönchengladbach,Manchester City,1,1,Cüneyt Cakir,Stadion im Borussia-Park,45921,2016
23/11/2016,8:45 pm,Regular round,Group C,Celtic FC,FC Barcelona,0,2,Daniele Orsato,Celtic Park,57937,2016
06/12/2016,8:45 pm,Regular round,Group C,Manchester City,Celtic FC,1,1,Slavko Vincic,Etihad Stadium,51297,2016
06/12/2016,8:45 pm,Regular round,Group C,FC Barcelona,Borussia Mönchengladbach,4,0,Sergey Karasev,Spotify Camp Nou,67157,2016
13/09/2016,8:45 pm,Regular round,Group D,Bayern Munich,FK Rostov,5,0,Anthony Taylor,Allianz Arena,70000,2016
13/09/2016,8:45 pm,Regular round,Group D,PSV Eindhoven,Atlético de Madrid,0,1,Martin Atkinson,Philips Stadion,33989,2016
28/09/2016,8:45 pm,Regular round,Group D,Atlético de Madrid,Bayern Munich,1,0,Szymon Marciniak,Vicente Calderón,54907,2016
28/09/2016,8:45 pm,Regular round,Group D,FK Rostov,PSV Eindhoven,2,2,Clément Turpin,Olimp-2,12646,2016
19/10/2016,8:45 pm,Regular round,Group D,FK Rostov,Atlético de Madrid,0,1,Daniele Orsato,Olimp-2,15400,2016
19/10/2016,8:45 pm,Regular round,Group D,Bayern Munich,PSV Eindhoven,4,1,Willie Collum,Allianz Arena,70000,2016
01/11/2016,8:45 pm,Regular round,Group D,Atlético de Madrid,FK Rostov,2,1,Craig Thomson,Vicente Calderón,40392,2016
01/11/2016,8:45 pm,Regular round,Group D,PSV Eindhoven,Bayern Munich,1,2,Gianluca Rocchi,Philips Stadion,35000,2016
23/11/2016,6:00 pm,Regular round,Group D,FK Rostov,Bayern Munich,3,2,Artur Soares Dias,Olimp-2,15211,2016
23/11/2016,8:45 pm,Regular round,Group D,Atlético de Madrid,PSV Eindhoven,2,0,Aleksey Kulbakov,Vicente Calderón,37891,2016
06/12/2016,8:45 pm,Regular round,Group D,Bayern Munich,Atlético de Madrid,1,0,Clément Turpin,Allianz Arena,70000,2016
06/12/2016,8:45 pm,Regular round,Group D,PSV Eindhoven,FK Rostov,0,0,Deniz Aytekin,Philips Stadion,33400,2016
14/09/2016,8:45 pm,Regular round,Group E,Tottenham Hotspur,AS Monaco,1,2,Gianluca Rocchi,Wembley Stadium,85011,2016
14/09/2016,8:45 pm,Regular round,Group E,Bayer 04 Leverkusen,CSKA Moscow,2,2,Daniele Orsato,BayArena,23459,2016
27/09/2016,8:45 pm,Regular round,Group E,AS Monaco,Bayer 04 Leverkusen,1,1,David Fernández Borbalán,Stade Louis-II,8100,2016
27/09/2016,8:45 pm,Regular round,Group E,CSKA Moscow,Tottenham Hotspur,0,1,Mateu Lahoz,VEB Arena,26153,2016
18/10/2016,8:45 pm,Regular round,Group E,CSKA Moscow,AS Monaco,1,1,Martin Strömbergsson,VEB Arena,24125,2016
18/10/2016,8:45 pm,Regular round,Group E,Bayer 04 Leverkusen,Tottenham Hotspur,0,0,Cüneyt Cakir,BayArena,28887,2016
02/11/2016,8:45 pm,Regular round,Group E,AS Monaco,CSKA Moscow,3,0,Matej Jug,Stade Louis-II,10029,2016
02/11/2016,8:45 pm,Regular round,Group E,Tottenham Hotspur,Bayer 04 Leverkusen,0,1,Jonas Eriksson,Wembley Stadium,85512,2016
22/11/2016,6:00 pm,Regular round,Group E,CSKA Moscow,Bayer 04 Leverkusen,1,1,Undiano Mallenco,VEB Arena,19164,2016
22/11/2016,8:45 pm,Regular round,Group E,AS Monaco,Tottenham Hotspur,2,1,Björn Kuipers,Stade Louis-II,13100,2016
07/12/2016,8:45 pm,Regular round,Group E,Tottenham Hotspur,CSKA Moscow,3,1,Nicola Rizzoli,Wembley Stadium,62034,2016
07/12/2016,8:45 pm,Regular round,Group E,Bayer 04 Leverkusen,AS Monaco,3,0,Gediminas Mazeika,BayArena,21928,2016
14/09/2016,8:45 pm,Regular round,Group F,Legia Warszawa,Borussia Dortmund,0,6,Sergey Karasev,Stadion Miejski im. Marszałka Józefa Piłsudskiego,27304,2016
14/09/2016,8:45 pm,Regular round,Group F,Real Madrid,Sporting CP,2,1,Paolo Tagliavento,Santiago Bernabéu,72179,2016
27/09/2016,8:45 pm,Regular round,Group F,Borussia Dortmund,Real Madrid,2,2,Mark Clattenburg,SIGNAL IDUNA PARK,65849,2016
27/09/2016,8:45 pm,Regular round,Group F,Sporting CP,Legia Warszawa,2,0,Michael Oliver,Estádio José Alvalade XXI,40094,2016
18/10/2016,8:45 pm,Regular round,Group F,Sporting CP,Borussia Dortmund,1,2,Damir Skomina,Estádio José Alvalade XXI,46609,2016
18/10/2016,8:45 pm,Regular round,Group F,Real Madrid,Legia Warszawa,5,1,Ruddy Buquet,Santiago Bernabéu,70251,2016
02/11/2016,8:45 pm,Regular round,Group F,Legia Warszawa,Real Madrid,3,3,Pavel Kralovec,Stadion Miejski im. Marszałka Józefa Piłsudskiego,0,2016
02/11/2016,8:45 pm,Regular round,Group F,Borussia Dortmund,Sporting CP,1,0,Danny Makkelie,SIGNAL IDUNA PARK,65849,2016
22/11/2016,8:45 pm,Regular round,Group F,Borussia Dortmund,Legia Warszawa,8,4,Martin Strömbergsson,SIGNAL IDUNA PARK,55094,2016
22/11/2016,8:45 pm,Regular round,Group F,Sporting CP,Real Madrid,1,2,Willie Collum,Estádio José Alvalade XXI,50046,2016
